"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","VR","VR_constraint","heritability","heritability_se","VA_LRT_chi","VA_LRT_p","p_adjust","n_samples","n_snames","model_number"
"95","pc1_bc",0.00219046235344502,"Positive",7.69887313827213e-10,"Boundary",0.00576604431308161,"Positive",1.92596067231901e-09,"Boundary",0.0186528838535814,"Positive",0.216692063072828,0.0388401667563196,7.18590497672494,0.00734784827319923,0.480061487642816,974,200,"0.6-3"
"96","pc2_bc",0.00219407141564693,"Positive",0.00040711144337137,"Positive",0.0021525498769454,"Positive",0.000230994651645676,"Positive",0.0171637446856106,"Positive",0.0971872854176731,0.0838101717179095,1.38407276313455,0.239408624025245,0.545654162484544,974,200,"0.6-3"
"97","pc3_bc",0.00050272400812061,"Positive",0.000311525925299089,"Positive",2.18031273082613e-09,"Boundary",0.000481383024124987,"Positive",0.00886707188460512,"Positive",2.14540547711058e-07,9.70689825480395e-09,-6.06663888902403e-07,1,1,974,200,"0.6-3"
"98","pc4_bc",0.000422983613728043,"Positive",1.81525624559604e-09,"Boundary",0.000943516551167676,"Positive",0.000147047469866935,"Positive",0.00889495624387867,"Positive",0.0906486078708544,0.0702781993111907,1.36178854642185,0.243227751276418,0.545654162484544,974,200,"0.6-3"
"99","pc5_bc",0.000279632408448041,"Positive",6.27268756812966e-10,"Boundary",0.000330650916763256,"Positive",3.9671960247149e-10,"Boundary",0.00619874311800051,"Positive",0.0485606671960184,0.0268921538263088,1.72411867383107,0.189163743345123,0.545654162484544,974,200,"0.6-3"
"100","asv_shannon_h",0.0331357577271346,"Positive",2.54990988870211e-08,"Boundary",4.71051248138899e-08,"Boundary",0.0199483266930196,"Positive",0.251985073422469,"Positive",1.54407983869409e-07,7.65157296360211e-09,-1.88830199476797e-07,1,1,974,200,"0.6-3"
"101","c_Alphaproteobacteria",1.66558162783221e-05,"Positive",1.79198876438098e-11,"Boundary",1.13335322781041e-11,"Boundary",1.13335322781041e-11,"Boundary",0.000177086422687125,"Positive",5.84979814642826e-08,1.36597482964245e-09,-1.39314961415948e-05,1,1,1641,200,"1-4"
"102","c_Bacilli",0.000537880687012645,"Positive",8.34925569034612e-10,"Boundary",5.28053304493624e-10,"Boundary",5.28053304493624e-10,"Boundary",0.0082508319900893,"Positive",6.00831100384378e-08,1.22720601318543e-09,-2.31238891501562e-05,1,1,1641,200,"1-4"
"103","c_Gammaproteobacteria",5.40050820906534e-05,"Positive",1.36703419847073e-10,"Boundary",9.80868203866953e-05,"Positive",8.42195764910965e-05,"Positive",0.00135091916149244,"Positive",0.0617974536519095,0.0568521493466613,1.14306377306093,0.285005866486951,0.394195816398421,1641,200,"1-4"
"104","f_Acidaminococcaceae",3.95634512141705e-05,"Positive",5.88799770427285e-05,"Positive",9.69501525389965e-05,"Positive",2.24861423718737e-05,"Positive",0.00112391817503828,"Positive",0.0722539159351916,0.0636796005987889,1.35241545859026,0.244856286595617,0.389616992838708,1641,200,"1-4"
"105","f_Atopobiaceae",0.000102194647892557,"Positive",4.76469955503939e-06,"Positive",3.01025621692542e-05,"Positive",2.45348878645755e-05,"Positive",0.000473682371903009,"Positive",0.0473847776221321,0.0464538973249002,1.24111123960029,0.265256998294305,0.389616992838708,1641,200,"1-4"
"106","f_Bacteroidales_RF16_group",9.77564817671821e-05,"Positive",8.15406341551546e-11,"Boundary",0.000231422153942206,"Positive",2.59593797042161e-05,"Positive",0.000805794070431238,"Positive",0.19934166736321,0.078254013380033,7.04097018371431,0.00796658655951132,0.0659053979014119,1641,200,"1-4"
"107","f_Burkholderiaceae",2.52741940302839e-05,"Positive",4.19496340639878e-11,"Boundary",1.01063238662546e-05,"Positive",2.83233995835017e-05,"Positive",0.000414551183416138,"Positive",0.0211316574791395,0.0415869329270981,0.272780055951444,0.601472954671978,0.675728875001852,1641,200,"1-4"
"108","f_Clostridiaceae_1",0.00018233544618561,"Positive",9.69239745740344e-06,"Positive",4.16139397616882e-05,"Positive",8.69143091587553e-11,"Boundary",0.00135803593368523,"Positive",0.0261447006781137,0.0194759991896701,2.61640674440059,0.105763695770506,0.234743812563807,1641,200,"1-4"
"109","f_Clostridiales_vadinBB60_group",2.70875991152765e-05,"Positive",7.56103781608962e-06,"Positive",1.70780133564111e-05,"Positive",4.20405033202105e-11,"Boundary",0.000656882793312841,"Positive",0.0241007405382947,0.0219898829941455,1.4934684777545,0.221679084820985,0.373570309605735,1641,200,"1-4"
"110","f_Desulfovibrionaceae",7.05086477810145e-05,"Positive",8.23621993276849e-11,"Boundary",1.70530378522204e-05,"Positive",7.26436255455368e-05,"Positive",0.000813912873422615,"Positive",0.0175061267512992,0.0397364434275112,0.240590775954843,0.623779750523729,0.684878738477039,1641,200,"1-4"
"111","f_Eggerthellaceae",3.77857609946433e-05,"Positive",3.08070925632072e-11,"Boundary",1.3526666071626e-05,"Positive",1.09407334960946e-05,"Positive",0.000304439286888835,"Positive",0.036888310706221,0.0374698185897462,1.24009193844358,0.265453335780219,0.389616992838708,1641,200,"1-4"
"112","f_Enterobacteriaceae",2.11226908207943e-05,"Positive",3.00166893244236e-11,"Boundary",1.8984221558872e-11,"Boundary",5.54838845011099e-11,"Boundary",0.000296628429766366,"Positive",5.97455495398106e-08,1.27717392430829e-09,-3.23966887663119e-05,1,1,1641,200,"1-4"
"113","f_Erysipelotrichaceae",5.79963083757767e-05,"Positive",1.35433414207264e-10,"Boundary",5.43619742564044e-05,"Positive",8.56556135820469e-11,"Boundary",0.00133836881742687,"Positive",0.0374722206330156,0.0159947840841997,3.80245129264404,0.0511776076305612,0.16059180325452,1641,200,"1-4"
"114","f_Family_XI_2II",0.000116959119471994,"Positive",1.00082703131064e-10,"Boundary",2.59201710705665e-05,"Positive",3.02516225771588e-05,"Positive",0.000989028961711154,"Positive",0.0223034449904318,0.0350270299880788,0.412665471922082,0.520619708132384,0.592204918000586,1641,200,"1-4"
"115","f_Lachnospiraceae",0.000583560596516976,"Positive",5.94991234108816e-10,"Boundary",0.000243224229930193,"Positive",0.000166736392062252,"Positive",0.00587977286871689,"Positive",0.0353868473818616,0.0383384664603237,0.931983125474289,0.334348140824414,0.428530715704531,1641,200,"1-4"
"116","f_Pasteurellaceae",4.68502984838542e-05,"Positive",5.60655347062183e-11,"Boundary",4.57768993021356e-05,"Positive",3.54589582207336e-11,"Boundary",0.000554046162258987,"Positive",0.0707882768204502,0.0198214110089806,6.62534421962664,0.010053771137422,0.0703745954457854,1641,200,"1-4"
"117","f_Prevotellaceae",0.00182354552945297,"Positive",1.58499083780778e-09,"Boundary",0.00228751510719372,"Positive",0.000987775536954644,"Positive",0.0156630645815576,"Positive",0.11017849278532,0.0601437505405146,4.02770219276681,0.0447588636243335,0.145466306779084,1641,200,"1-4"
"118","f_Ruminococcaceae",0.000839682676842384,"Positive",5.85454250431604e-10,"Boundary",0.000791515191436121,"Positive",6.85984000355679e-10,"Boundary",0.00578552728212661,"Positive",0.10672028957479,0.0236668980735689,7.07560467708481,0.00781404475318548,0.0659053979014119,1641,200,"1-4"
"119","f_vadinBE97",3.38630623263627e-05,"Positive",2.1255040042942e-10,"Boundary",0.000191122748828937,"Positive",0.000372757987641014,"Positive",0.00210044788231494,"Positive",0.0708336383627515,0.0691118079239322,1.26894272100981,0.259965118443983,0.389616992838708,1641,200,"1-4"
"120","f_Veillonellaceae",0.00062747244459194,"Positive",0.000137356529400183,"Positive",0.000655369333266847,"Positive",2.8611701814527e-09,"Boundary",0.00546536823635476,"Positive",0.0951801216049778,0.0353176762289957,3.14142950968107,0.0763268832639082,0.204286658147519,1641,200,"1-4"
"121","g_[Eubacterium]_coprostanoligenes_group",8.71927193832048e-05,"Positive",2.07208772147933e-05,"Positive",5.62403826309704e-11,"Boundary",1.4908395149315e-05,"Positive",0.000878755883539927,"Positive",5.61517789686037e-08,1.61689330904024e-09,-2.5871122488752e-07,1,1,1641,200,"1-4"
"122","g_[Eubacterium]_hallii_group",3.69838953304758e-05,"Positive",4.507455261628e-11,"Boundary",3.8710319559014e-06,"Positive",2.44339018082352e-05,"Positive",0.000445431993531328,"Positive",0.00757954530687303,0.0387461557192618,0.0260067970193631,0.871883719448891,0.911970327239645,1641,200,"1-4"
"123","g_[Eubacterium]_ruminantium_group",1.83033508617957e-05,"Positive",1.53434428898084e-05,"Positive",3.92194157983334e-05,"Positive",6.31633899293715e-06,"Positive",0.00056277303592233,"Positive",0.061093659354963,0.0529257093069294,1.58401707924713,0.208183013249504,0.371463807954998,1641,200,"1-4"
"124","g_Acidaminococcus",6.07750706545744e-05,"Positive",5.66513308696745e-05,"Positive",8.8380267579898e-05,"Positive",5.09002430279928e-05,"Positive",0.00117138398092596,"Positive",0.0618870045383743,0.0624088902364879,1.11854446338111,0.290232084601035,0.394195816398421,1641,200,"1-4"
"125","g_Alloprevotella",0.000117958653654388,"Positive",1.90649307860152e-10,"Boundary",0.000332696293537222,"Positive",4.07752187752611e-05,"Positive",0.00188401872756123,"Positive",0.14005616695945,0.0629736482123829,6.49351641774956,0.0108268608378131,0.0703745954457854,1641,200,"1-4"
"126","g_Bifidobacterium",0.00389579288132324,"Positive",2.50445335697124e-09,"Boundary",0.00300943100369529,"Positive",1.00054924158834e-08,"Boundary",0.0247493005864912,"Positive",0.0950710795567261,0.0220101384528939,4.30612642395135,0.0379753384498153,0.137589674397115,1641,200,"1-4"
"127","g_Butyricicoccus",2.71888608734009e-05,"Positive",2.8630536002408e-11,"Boundary",6.92155657440748e-06,"Positive",2.2564058552712e-06,"Positive",0.000282930300739512,"Positive",0.0216774766591585,0.0291151036004004,0.678598611295456,0.410069705309332,0.49755124244199,1641,200,"1-4"
"128","g_CAG-873",0.00016522986496253,"Positive",5.86212331910776e-05,"Positive",0.000168389029783512,"Positive",2.76135349210278e-05,"Positive",0.00191191066017529,"Positive",0.072215286991119,0.0510383060471664,2.72117514370984,0.0990250861932108,0.231058534450825,1641,200,"1-4"
"129","g_Campylobacter",6.21426508179678e-11,"Boundary",6.3287400890918e-06,"Positive",6.11711606027628e-05,"Positive",1.4444908556254e-05,"Positive",0.000616747521442516,"Positive",0.0875509183014101,0.0603053771513139,2.49769283890055,0.114013215038459,0.247028632583328,1641,200,"1-4"
"130","g_Candidatus_Methanogranum",0.000258330003002808,"Positive",3.81848907055643e-10,"Boundary",0.000778956320100308,"Positive",1.34357973452203e-09,"Boundary",0.00377347549837071,"Positive",0.161919477543613,0.0287766034311089,11.3155235221002,0.000768617873869504,0.03057358001709,1641,200,"1-4"
"131","g_Christensenellaceae_R-7_group",2.71983663993769e-05,"Positive",7.37398911306085e-11,"Boundary",0.000128424042863649,"Positive",2.37257608925146e-10,"Boundary",0.000728706216758472,"Positive",0.145222029369022,0.0282166749369341,9.96956648727246,0.00159148960112943,0.03057358001709,1641,200,"1-4"
"132","g_Collinsella",0.000113171029346892,"Positive",1.0382474039427e-10,"Boundary",0.000230603720878735,"Positive",1.63792853885346e-10,"Boundary",0.00102600821100527,"Positive",0.168350521470899,0.0289871610764029,9.53505580326055,0.00201584044068726,0.03057358001709,1641,200,"1-4"
"133","g_Coprococcus_2",5.52655884968703e-05,"Positive",6.32608437016215e-11,"Boundary",2.27983507836791e-05,"Positive",5.57143290420836e-06,"Positive",0.000625151046142821,"Positive",0.0321653295821712,0.033015878790236,1.24102088710424,0.265274394666835,0.389616992838708,1641,200,"1-4"
"134","g_Coriobacteriaceae_UCG-003",3.05844625815366e-05,"Positive",3.26287530653345e-11,"Boundary",4.6765427586125e-05,"Positive",1.37176009003612e-05,"Positive",0.000322441148735529,"Positive",0.113094188112296,0.0578694516268445,4.4091972899223,0.0357456576823062,0.135535618712078,1641,200,"1-4"
"135","g_Dialister",5.69526264630727e-05,"Positive",2.07580858663957e-10,"Boundary",7.52267108213063e-05,"Positive",7.81485652605196e-05,"Positive",0.00205133829016054,"Positive",0.0332616299255202,0.0436848413310538,0.534164474714999,0.464861270751586,0.542338149210183,1641,200,"1-4"
"136","g_Elusimicrobium",0.000145615787532714,"Positive",1.46205712305247e-05,"Positive",5.50719524678063e-05,"Positive",1.35021422512065e-10,"Boundary",0.00210970949851022,"Positive",0.0236866784584871,0.0228951081302351,1.18156056819316,0.277038523763556,0.394195816398421,1641,200,"1-4"
"137","g_Enterorhabdus",1.36445805813638e-05,"Positive",1.80221131304253e-11,"Boundary",1.13981853537947e-11,"Boundary",6.75296402314909e-06,"Positive",0.0001780966268855,"Positive",5.74232662794258e-08,1.57637127302697e-09,-2.19228240894154e-06,1,1,1641,200,"1-4"
"138","g_Erysipelotrichaceae_UCG-004",6.69255647480198e-05,"Positive",1.18397808467067e-10,"Boundary",4.85132153853103e-05,"Positive",7.48813502958441e-11,"Boundary",0.00117002097179281,"Positive",0.0377399665903727,0.0155875147942145,4.93464966697866,0.0263233980963338,0.108883146671199,1641,200,"1-4"
"139","g_Faecalibacterium",0.00041369477010482,"Positive",2.68836648744858e-10,"Boundary",0.000200078843071107,"Positive",0.000108372572324982,"Positive",0.00265667516223894,"Positive",0.0592155685548832,0.0486933106494058,1.37089580131396,0.24165803227693,0.389616992838708,1641,200,"1-4"
"140","g_Family_XIII_AD3011_group",3.56943747655528e-05,"Positive",5.31249270546955e-11,"Boundary",3.47988939303619e-05,"Positive",2.58232848080162e-05,"Positive",0.000524986733992178,"Positive",0.0560095072007468,0.0466643907357722,1.76746141165859,0.183696561612865,0.341150757281035,1641,200,"1-4"
"141","g_Family_XIII_UCG-001",9.1156722213177e-05,"Positive",2.20488630402449e-06,"Positive",3.76384101017881e-11,"Boundary",6.18910699257489e-06,"Positive",0.00058810009421631,"Positive",5.47347687362589e-08,1.71121508874509e-09,-2.50587618211284e-07,1,1,1641,200,"1-4"
"142","g_GCA-900066575",8.59646365122191e-06,"Positive",1.11815623053866e-11,"Boundary",8.97942315900544e-06,"Positive",9.28782288734949e-12,"Boundary",0.000110497504675935,"Positive",0.0701115322993194,0.0206799024605172,3.60780991555839,0.0575088063176383,0.174443379163503,1641,200,"1-4"
"143","g_Helicobacter",1.39175491211735e-05,"Positive",2.20712985243233e-05,"Positive",2.82358020301738e-05,"Positive",5.02375298353647e-06,"Positive",0.000368852389881541,"Positive",0.0644504700994065,0.060077113354381,1.17500375533746,0.278375483803708,0.394195816398421,1641,200,"1-4"
"144","g_Lachnoclostridium",1.69602325231373e-05,"Positive",1.10852265270134e-10,"Boundary",6.04202073046308e-11,"Boundary",1.97611715482857e-05,"Positive",0.000262100837279109,"Positive",2.021943627798e-07,5.92771184003632e-09,-7.18511728337035e-06,1,1,1641,200,"1-4"
"145","g_Lachnospira",1.57654291924369e-05,"Positive",2.53875719550647e-11,"Boundary",1.42261423245329e-05,"Positive",1.75557345121286e-06,"Positive",0.000250882951254854,"Positive",0.0503348413235757,0.0415601781794757,1.50451163971411,0.219978475324118,0.373570309605735,1641,200,"1-4"
"146","g_Lachnospiraceae_FCS020_group",5.42423826810446e-06,"Positive",1.57579285527375e-11,"Boundary",4.17654783241469e-07,"Positive",6.7514476434373e-06,"Positive",0.000155721690438586,"Positive",0.00248138708306454,0.0285327104021902,0.00869467118354805,0.925708749931094,0.957267002769654,1641,200,"1-4"
"147","g_Lachnospiraceae_ND3007_group",2.86009422036621e-05,"Positive",2.07865943624014e-11,"Boundary",8.22949716598407e-06,"Positive",7.1350773449552e-06,"Positive",0.000205415553303293,"Positive",0.0329996838951831,0.0394930319666604,0.683484493194555,0.408389427641338,0.49755124244199,1641,200,"1-4"
"148","g_Lachnospiraceae_NK3A20_group",0.000129447561932003,"Positive",1.80988451932232e-10,"Boundary",6.5539576193435e-07,"Positive",5.62511189854789e-05,"Positive",0.00178854902092152,"Positive",0.000331862207653267,0.0284945730515365,0.000121594202937558,0.99120192427982,0.99120192427982,1641,200,"1-4"
"149","g_Lactobacillus",3.46317012624671e-05,"Positive",1.01006084664581e-10,"Boundary",4.75043962270672e-05,"Positive",6.38818581670284e-11,"Boundary",0.000998153925873651,"Positive",0.0439737366345719,0.0165327401450127,4.17679210967253,0.0409812000193691,0.138121822287503,1641,200,"1-4"
"150","g_Libanicoccus",7.05923781163486e-06,"Positive",2.01403810129154e-11,"Boundary",4.08479234221121e-05,"Positive",1.07205669223756e-10,"Boundary",0.000199029597507823,"Positive",0.165418476232093,0.0292811198635639,10.1473173172708,0.00144511388899049,0.03057358001709,1641,200,"1-4"
"151","g_Marvinbryantia",2.54103607399359e-05,"Positive",2.43388108505023e-11,"Boundary",7.80746121475474e-06,"Positive",1.0349985811274e-05,"Positive",0.000240518971527307,"Positive",0.0274826606337762,0.039784750751303,0.452482237929871,0.501158530192895,0.57728387655131,1641,200,"1-4"
"152","g_Megasphaera",0.000728241974914624,"Positive",5.53158663410959e-10,"Boundary",0.000631578200848428,"Positive",8.0927719228089e-05,"Positive",0.00546637851915753,"Positive",0.0914386261954935,0.0532948940310334,2.87885598614503,0.0897497641696923,0.226867459428944,1641,200,"1-4"
"153","g_Olsenella",1.82904856198786e-05,"Positive",3.03976460230733e-06,"Positive",6.84221126036712e-06,"Positive",1.17136530223507e-05,"Positive",0.000170652708610543,"Positive",0.0324985727530892,0.0566046754897225,0.239358784183423,0.624669618610925,0.684878738477039,1641,200,"1-4"
"154","g_Oribacterium",5.8094818410825e-05,"Positive",6.48551863261733e-11,"Boundary",5.82891544133688e-06,"Positive",7.82131584655168e-05,"Positive",0.000640906526173245,"Positive",0.00744392305830667,0.0375171031710536,0.0519914194628655,0.819633591900306,0.867286707708463,1641,200,"1-4"
"155","g_Peptococcus",1.24768672177273e-05,"Positive",1.49412245960156e-11,"Boundary",9.82281978196863e-06,"Positive",9.4496603214943e-12,"Boundary",0.000147650926549602,"Positive",0.057798075376604,0.0179164627485226,5.61431585610262,0.0178143343744996,0.085321285688393,1641,200,"1-4"
